,city,street,district,Reference and listing Date,contract,type,surface,rooms,floor,total building floors,Car parking,availability,other features,price (k€),condominium fees,deposit,year of construction,condition,heating,Air conditioner,Energy Efficiency
1501,Milan,Via Mecenate,Viale Ungheria - Mecenate,MM032 - 02/15/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,55,2,1,6 floors,,Available,Optic fiberSecurity doorInternal exposureClosetBalconyCentralized TV systemWindow frames in glass / wood,800.0,€ 150/month,"€ 1,600",1960,Good condition / Liveable,"Central, with radiators, powered by methane",,G≥ 175 kWh/m² year
1628,Milan,Via Val Cannobina,Baggio,EK-100608102 - 02/19/2024,Rent,Apartment | Full ownership,60,2,1,5 floors,1 in shared parking,Available,KitchenFurnishedShared gardenWindow frames in double glass / PVC,800.0,€ 200/month,"€ 2,400",1962,Excellent / Refurbished,Central,,G193 kWh/m² year
1323,Milan,Via Neera,Cermenate - Abbiategrasso,neera39 - 02/22/2024,"Rent, 6+6",Apartment | Full ownership | Medium property class,40,1,5,7 floors,1 in garage/box,Available,Video entryphoneTerraceFull day conciergeCentralized TV systemFurnishedCellarShared gardenWindow frames in double glass / woodDouble exposure,800.0,€ 100/month,"€ 1,700",2006,Excellent / Refurbished,"Independent, with radiators, gas powered","Independent, cold",D140 kWh/m² year
1017,Milan,Via Alessandro Zanoli,Affori,60867735 - 03/06/2024,Rent,Apartment | Full ownership,31,1,3,4 floors,,Available,Furnished,800.0,€ 67/month,Not indicated,1940,Excellent / Refurbished,"Independent, with radiators, powered by methane",,E151.2 kWh/m² year
1349,Milan,Viale Monte Nero 46,Montenero,SM46aff - 01/03/2024,"Rent, transitory",Apartment | Full ownership | Stately property class,20,1,5,5 floors,,Available,Optic fiberSecurity doorInternal exposureCentralized TV systemFurnishedWindow frames in double glass / PVC,800.0,€ 50/month,Not indicated,1930,Excellent / Refurbished,"Independent, air heating, powered by heat pump","Independent, cold",G511.34 kWh/m² year
834,Milan,Via Giuseppe Ripamonti,Ripamonti,28144 - 03/06/2024,Rent,Apartment | Full ownership | Stately property class,40,1,3,4 floors,,Available,Electric gateOptic fiberVideo entryphoneAlarm systemSecurity doorExternal exposureClosetSingle tv systemFurnishedWindow frames in double glass / PVC,800.0,,Not indicated,,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",A≥ 175 kWh/m² year
1877,Milan,Via Corrado Alvaro,Precotto,semeri - 01/15/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,40,1,1,4 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorClosetHalf-day conciergeCentralized TV systemFurnishedShared gardenWindow frames in glass / PVCDouble exposure,800.0,€ 150/month,"€ 2,400",1970,Excellent / Refurbished,"Independent, with radiators, powered by methane","Independent, cold/hot",G≥ 175 kWh/m² year
471,Milan,"Piazzale Lugano , 35",Bovisa,A010003 - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,55,2,2,3 floors,,,Security doorBalconyFull day conciergeFurnishedWindow frames in double glass / metal,800.0,€ 150/month,Not indicated,,Excellent / Refurbished,"Independent, powered by methane",,G196 kWh/m² year
1184,Milan,PIAZZA ENRICO BOTTINI,Città Studi,60871850 - 03/04/2024,"Rent, transitory",Apartment | Full ownership | Stately property class,35,1,3,8 floors,,Available,Security doorInternal exposureBalconyHalf-day conciergeFurnishedWindow frames in glass / wood,800.0,€ 150/month,"€ 2,400",1950,Excellent / Refurbished,"Central, with radiators",Independent,G175 kWh/m² year
1979,Milan,Via Stadera,Cermenate - Abbiategrasso,EK-108255751 - 03/05/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,50,1,2,3 floors,,Available,Optic fiberSecurity doorExternal exposureCentralized TV systemFurnishedWindow frames in double glass / wood,800.0,€ 100/month,"€ 2,760",1980,Good condition / Liveable,"Central, with radiators, gas powered",,G≥ 175 kWh/m² year
572,Milan,Via della Sila,Città Studi,01/2024 - 02/02/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,19,1,5,5 floors,,Available,Optic fiberSecurity doorExternal exposureClosetHalf-day conciergeCentralized TV systemFurnishedWindow frames in double glass / wood,800.0,€ 50/month,"€ 2,400",1940,Good condition / Liveable,"Independent, air heating, powered by heat pump","Independent, cold/hot",F≥ 175 kWh/m² year
1035,Milan,Via Legnone,Dergano,60845376 - 02/27/2024,Rent,Apartment | Full ownership,40,2,1,4 floors,,Available,Alarm systemFurnished,800.0,€ 100/month,Not indicated,1950,Good condition / Liveable,"Independent, with radiators",,F261.58 kWh/m² year
678,Milan,Via Gargano,Ripamonti,28144 - 03/06/2024,"Rent, open",Apartment | Full ownership | Stately property class,35,1,3,5 floors,2 in shared parking,Available,Optic fiberVideo entryphoneSecurity doorExternal exposureClosetHalf-day conciergeSingle tv systemFurnishedShared gardenWindow frames in double glass / PVC,800.0,,Not indicated,,Excellent / Refurbished,"Central, air heating, gas powered","Independent, cold/hot",A≥ 175 kWh/m² year
1531,Milan,via Cavezzali 16,Cimiano,Cavezzali - 02/01/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,45,1,6,8 floors,,Available from 01/04/2024,ClosetBalconySingle tv systemFurnishedCellarShared garden,800.0,€ 150/month,"€ 2,400",1950,Excellent / Refurbished,"Central, with radiators",,
263,Milan,Ripa di Porta Ticinese,Navigli - Darsena,EK-99738282 - 02/26/2024,Rent,Apartment | Full ownership | Medium property class,35,1,2,8 floors,,Available,Optic fiberSecurity doorExternal exposureBalconyFull day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / metal,800.0,€ 200/month,"€ 3,000",1970,Excellent / Refurbished,"Central, floor heating, powered by methane","Independent, cold/hot",G305.45 kWh/m² year
1211,Milan,Via Bovisasca,Bovisa,A134I - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,35,1,1,3 floors,,Available,Internal exposureCentralized TV systemFurnishedWindow frames in glass / PVC,820.0,€ 60/month,Not indicated,1600,Excellent / Refurbished,"Independent, with radiators, powered by methane","Independent, cold/hot",G175 kWh/m² year
1653,Milan,Piazza Diocleziano,Cenisio,1597 - 03/05/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,58,2,3,4 floors,,Available,Security doorExternal exposureHalf-day conciergeCentralized TV systemFurnishedCellarWindow frames in double glass / metal,823.0,€ 100/month,"€ 2,468",1930,Excellent / Refurbished,"Independent, with radiators, powered by methane",,F104.08 kWh/m² year
214,Milan,Via Stendhal,Solari,Stendhal - 03/06/2024,"Rent, transitory",Apartment | Full ownership | Stately property class,38,1,1,8 floors,,Available,Electric gateOptic fiberInternal exposureFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / wood,830.0,€ 70/month,Not indicated,1970,Excellent / Refurbished,"Central, with radiators, powered by methane",,
1613,Milan,Via Francesco Gonin,Giambellino,312 - 03/01/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,70,2,0,6 floors,,Available,Electric gateSecurity doorCentralized TV systemPartially furnishedCellarPrivate gardenWindow frames in double glass / woodDouble exposure,830.0,€ 170/month,"€ 2,490",1990,Good condition / Liveable,"Independent, with radiators, powered by methane","Independent, cold/hot",G≥ 175 kWh/m² year
1404,Milan,Viale Corsica,Argonne - Corsica,MONOAFFPIRA - 02/21/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,35,1,1,8 floors,,Available,Optic fiberSecurity doorInternal exposureClosetCentralized TV systemFurnishedWindow frames in double glass / PVC,840.0,€ 160/month,"€ 2,520",1950,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",F270.88 kWh/m² year
1654,Milan,Via Evangelista Torricelli,Ascanio Sforza,9639 - 03/06/2024,"Rent, open",Apartment | Medium property class,25,1,31,,1 in garage/box,Available,Security doorTerraceFull day conciergeFurnishedPrivate garden,840.0,€ 360/month,Not indicated,1950,Excellent / Refurbished,"Independent, floor heating",,E
466,Milan,Via Giuseppe Ripamonti,Ripamonti,1569 - 03/06/2024,"Rent, open",Apartment | Full ownership | Stately property class,40,1,1,5 floors,,Available,Optic fiberSecurity doorClosetSingle tv systemFurnishedWindow frames in double glass / PVCDouble exposure,850.0,No condominium fees,Not indicated,,Excellent / Refurbished,"Central, with radiators, gas powered",System predisposition,A+≥ 175 kWh/m² year
1301,Milan,Via Vallarsa,Lodi - Brenta,VALL26 - 03/01/2024,"Rent, transitory",Apartment | Full ownership | Stately property class,65,2,1,5 floors,,,Optic fiberSecurity doorClosetBalconyCentralized TV systemFurnishedCellarShared gardenWindow frames in double glass / PVCDouble exposure,850.0,€ 150/month,"€ 1,700",1950,Good condition / Liveable,"Central, with radiators, gas powered","Independent, cold","F≥ 3,51 kWh/m² year"
629,Milan,Via Correggio,Amendola - Buonarroti,EK-109811279 - 02/29/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,30,1,1,5 floors,,Available,Electric gateOptic fiberSecurity doorExternal exposureClosetHalf-day conciergeCentralized TV systemFurnishedWindow frames in double glass / PVC,850.0,€ 150/month,"€ 1,000",1930,Excellent / Refurbished,"Independent, with radiators, gas powered","Independent, cold/hot",F305.38 kWh/m² year
34,Milan,Via Farsaglia,Martini - Insubria,EK-86957900 - 02/27/2024,Rent,Apartment | Full ownership | Economic property class,30,1,1,3 floors,,Available,Optic fiberSecurity doorExternal exposureBalconyFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,850.0,€ 150/month,"€ 2,550",1950,Good condition / Liveable,"Central, with radiators, gas powered","Independent, cold/hot",G≥ 175 kWh/m² year
1623,Milan,Via Antonio Grossich,Città Studi,Bilo Grossich - 02/29/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,50,2,"Semi-basement, with lift",6 floors,,Available,Optic fiberVideo entryphoneInternal exposureHalf-day conciergeCentralized TV systemPartially furnishedShared gardenWindow frames in double glass / metal,850.0,€ 100/month,Not indicated,1960,Excellent / Refurbished,"Central, with radiators, gas powered",,E≥ 175 kWh/m² year
1932,Milan,Via Passo Pordoi,Corvetto,PASSO PORDOI 12 - 03/06/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,55,2,2,3 floors,,Available,Optic fiberSecurity doorInternal exposureClosetCentralized TV systemFurnishedWindow frames in double glass / PVC,850.0,€ 100/month,Not indicated,2003,Excellent / Refurbished,"Independent, with radiators, powered by methane",,G150 kWh/m² year
1529,Milan,Via della Torre,Turro,075 - 01/15/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,35,1,1,6 floors,,Available,Optic fiberSecurity doorExternal exposureFull day conciergeCentralized TV systemFurnishedWindow frames in double glass / PVC,850.0,€ 80/month,"€ 2,550",1960,Excellent / Refurbished,"Central, with radiators, gas powered",,F172.85 kWh/m² year
751,Milan,Via Maestri Campionesi,Cadore,Maestri Campionesi - 02/14/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,36,1,3,7 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorExternal exposureBalconyHalf-day conciergeCentralized TV systemFurnishedWindow frames in double glass / wood,850.0,€ 150/month,"€ 2,550",1950,Excellent / Refurbished,"Central, floor heating, powered by methane",,E86.23 kWh/m² year
1458,Milan,Via Privata della Bindellina,Certosa,31071 - 06/20/2023,"Rent, open",Apartment | Full ownership | Medium property class,30,2,0,1 floor,,Available,Security doorFull day conciergeCentralized TV systemFurnishedWindow frames in double glass / PVC,850.0,€ 230/month,Not indicated,1950,Excellent / Refurbished,"Independent, floor heating",,G≥ 175 kWh/m² year
290,Milan,Via Giuseppe Meda,Ascanio Sforza,2 LOCALI VIA MEDA - 03/04/2024,"Rent, transitory",Apartment | Full ownership | Medium property class,52,2,2,4 floors,,Available,Optic fiberSecurity doorClosetHalf-day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVCDouble exposure,850.0,No condominium fees,Not indicated,1900,Excellent / Refurbished,"Independent, with radiators, powered by methane","Independent, cold","G≥ 3,51 kWh/m² year"
51,Milan,Via Matteo Civitali,San Siro,civitali - 03/06/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,40,1,1,5 floors,,Available,Electric gateOptic fiberVideo entryphoneSecurity doorExternal exposureClosetFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,850.0,€ 100/month,Not indicated,1960,Excellent / Refurbished,"Central, with radiators, gas powered",,G175 kWh/m² year
1118,Milan,"Via Giovanni Paisiello, 4, 20131 Milano MI, Italia",Città Studi,FIMM_00067418 - 01/11/2024,Rent,Apartment | Full ownership | Economic property class,18,1,4,4 floors,,Available,Security doorInternal exposureFull day conciergeCentralized TV systemFurnishedWindow frames in double glass / PVC,850.0,€ 63/month,"€ 2,550",1900,Excellent / Refurbished,"Independent, with radiators, gas powered",,F
1892,Milan,Via Giuseppe Tartini,Dergano,60847282 - 02/26/2024,Rent,Apartment | Full ownership,35,1,5,7 floors,,Available,Video entryphoneSecurity doorInternal exposureBalconyFull day conciergeCentralized TV systemFurnishedCellarShared gardenWindow frames in double glass / PVC,850.0,No condominium fees,Not indicated,1960,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",G225.8 kWh/m² year
146,Milan,Via Lorenteggio,Tripoli - Soderini,AffittoLorenteggio54 - 02/21/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,28,1,1,4 floors,,Available,Optic fiberSecurity doorExternal exposureClosetBalconyHalf-day conciergeCentralized TV systemFurnishedShared gardenWindow frames in triple glass / PVC,850.0,€ 100/month,"€ 2,550",1930,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",E122.91 kWh/m² year
1789,Milan,Via Felice Poggi,Città Studi,Poggi 7- monolocale - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Stately property class,15,1,5,5 floors,,Available,Optic fiberSecurity doorFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / wood,850.0,€ 55/month,"€ 2,550",1930,Excellent / Refurbished,"Central, with radiators, powered by methane","Independent, cold/hot",C181.33 kWh/m² year
1096,Milan,Via Giacinto Collegno,Dergano,COL - 03/04/2024,"Rent, 4+4",Apartment | Full ownership | Medium property class,48,2,2,3 floors,,Available,Internal exposureBalconyCentralized TV systemFurnishedShared gardenWindow frames in double glass / metal,850.0,€ 120/month,"€ 2,550",1940,Excellent / Refurbished,"Independent, with radiators, powered by methane",,F170.61 kWh/m² year
640,Milan,Via Giuseppe Ripamonti,Ripamonti,1569 - 03/06/2024,"Rent, open",Apartment | Full ownership | Stately property class,40,1,1,7 floors,1 in shared parking,Available,Optic fiberSecurity doorExternal exposureClosetFull day conciergeCentralized TV systemFurnishedShared gardenWindow frames in double glass / PVC,850.0,No condominium fees,Not indicated,,Excellent / Refurbished,"Central, with radiators, gas powered","Independent, cold/hot",A≥ 175 kWh/m² year
1509,Milan,Via Lazzaro Spallanzani,Morgagni,Spallanzani 2° (2485035) - 03/06/2024,Rent,Apartment | Full ownership | Stately property class,45,1,2,4 floors,,Available,Optic fiberSecurity doorClosetCentralized TV systemFurnishedWindow frames in double glass / metalDouble exposure,870.0,€ 200/month,"€ 2,610",1890,Good condition / Liveable,"Independent, with radiators, powered by methane",,G175 kWh/m² year
